k141_4482744	MBQ3733823.1	100.000	68	0	0	1	68	7	74	8.26e-38	141	100.00
k141_4482744	MBR4537144.1	100.000	68	0	0	1	68	7	74	1.02e-37	141	100.00
k141_4482744	MBR5982564.1	72.059	68	19	0	1	68	7	74	2.58e-26	110	86.76
k141_4482744	MBR6179756.1	69.118	68	21	0	1	68	9	76	2.95e-26	110	86.76
k141_4482744	MCQ2270152.1	70.149	67	20	0	2	68	8	74	6.66e-26	109	83.58
k141_2241372	MBR6290637.1	97.521	121	3	0	1	121	92	212	1.49e-81	249	100.00
k141_2241372	MBR3991309.1	97.521	121	3	0	1	121	92	212	1.80e-81	249	100.00
k141_2241372	MBO4854303.1	96.694	121	4	0	1	121	92	212	3.15e-81	248	100.00
k141_2241372	MBQ7475175.1	97.521	121	3	0	1	121	92	212	4.04e-81	249	100.00
k141_2241372	MBQ1460012.1	96.694	121	4	0	1	121	92	212	4.28e-81	248	100.00
k141_2561568	MBO7355822.1	99.219	128	1	0	13	140	1	128	1.92e-85	266	100.00
k141_2561568	MBQ1896967.1	98.438	128	2	0	13	140	1	128	5.39e-85	265	100.00
k141_2561568	MCR5738828.1	98.438	128	2	0	13	140	1	128	6.14e-85	265	100.00
k141_2561568	MCR4791181.1	98.438	128	2	0	13	140	1	128	7.07e-85	265	100.00
k141_2561568	MBO6008248.1	97.656	128	3	0	13	140	1	128	8.24e-84	262	99.22
k141_1	ENN86866.1	51.515	66	30	2	22	86	5	69	1.42e-04	50.4	62.12
k141_9285677	MBR5082177.1	96.552	203	7	0	1	203	23	225	6.11e-143	411	99.01
k141_9285677	MBR3492016.1	94.581	203	11	0	1	203	23	225	1.40e-140	405	99.01
k141_9285677	MBP5573721.1	96.040	202	8	0	2	203	24	225	2.06e-140	404	97.52
k141_9285677	MBQ6728645.1	94.581	203	11	0	1	203	23	225	5.76e-140	403	98.52
k141_9285677	MBO7616028.1	93.103	203	14	0	1	203	23	225	2.54e-136	394	97.04
k141_1600981	MBQ4389596.1	86.275	51	7	0	1	51	2	52	6.38e-19	92.4	86.27
k141_1600981	NJK87558.1	80.392	51	10	0	1	51	74	124	7.99e-19	89.0	86.27
k141_1600981	MBR3990136.1	86.275	51	7	0	1	51	39	89	8.73e-19	92.8	86.27
k141_1600981	MBR5403130.1	86.275	51	7	0	1	51	157	207	1.16e-18	94.0	86.27
k141_1600981	MBR3405740.1	86.275	51	7	0	1	51	209	259	1.31e-18	94.0	86.27
k141_6403921	KAF1853218.1	73.418	79	21	0	1	79	35	113	1.26e-27	107	75.95
k141_6403921	KAF1853363.1	73.418	79	21	0	1	79	35	113	4.81e-27	107	75.95
k141_6403921	KAF1853401.1	73.418	79	21	0	1	79	35	113	4.94e-27	107	75.95
k141_6403921	KAF1853234.1	73.418	79	21	0	1	79	35	113	5.70e-27	106	75.95
k141_6403921	KAF1856345.1	68.333	60	19	0	1	60	41	100	7.12e-16	76.6	68.33
k141_2881764	MBQ6728936.1	97.073	205	6	0	1	205	110	314	2.70e-142	410	98.54
k141_2881764	MBR4561931.1	95.122	205	10	0	1	205	110	314	1.16e-138	400	97.07
k141_2881764	MBO6023421.1	94.634	205	11	0	1	205	110	314	3.19e-138	399	97.56
k141_2881764	MBR3491918.1	93.171	205	14	0	1	205	110	314	1.02e-137	398	97.56
k141_2881764	MBO6027110.1	93.659	205	13	0	1	205	110	314	4.32e-137	397	97.07
k141_7684703	DAZ22930.1	32.093	215	119	1	4	191	354	568	1.05e-17	92.4	46.98
k141_7364509	CPM34888.1	61.644	73	28	0	18	90	1	73	8.73e-14	72.4	68.49
k141_7364509	OQC22648.1	53.947	76	35	0	4	79	10	85	1.06e-13	72.4	61.84
k141_7364509	AJR76894.1	54.945	91	41	0	1	91	48	138	2.02e-13	74.3	58.24
k141_7364509	AJR99111.1	54.945	91	41	0	1	91	48	138	2.04e-13	74.3	58.24
k141_7364509	NP_011279.1	54.945	91	41	0	1	91	48	138	2.13e-13	74.3	58.24
k141_1600982	ODM27551.1	42.623	122	64	3	1	119	35	153	1.64e-12	72.0	57.38
k141_1600982	DAV48967.1	42.857	112	63	1	8	119	151	261	2.04e-11	71.6	56.25
k141_1600982	OFA24674.1	36.937	111	66	2	8	114	66	176	0.003	47.4	52.25
k141_6403922	OPZ70198.1	45.679	81	44	0	70	150	6	86	0.003	47.0	53.09
k141_4	MBQ3744365.1	91.667	48	4	0	36	83	1	48	2.04e-21	90.9	91.67
k141_4	MBR2204785.1	89.583	48	5	0	36	83	1	48	7.80e-19	89.4	89.58
k141_4	MBR2230051.1	89.583	48	5	0	36	83	1	48	8.38e-19	89.4	89.58
k141_4	MBR6121421.1	89.583	48	5	0	36	83	1	48	4.45e-18	87.4	89.58
k141_4	MBR6840902.1	83.333	48	8	0	36	83	1	48	7.27e-16	81.6	87.50
k141_8004899	CDE00662.1	45.968	124	67	0	1	124	26	149	1.47e-23	102	60.48
k141_8004899	GFI57721.1	39.344	122	74	0	3	124	208	329	1.21e-16	85.9	53.28
k141_8004899	CCY26248.1	34.677	124	81	0	1	124	62	185	2.09e-11	70.5	50.81
k141_8004899	SCJ30613.1	29.032	124	88	0	1	124	28	151	5.56e-07	58.2	49.19
k141_8645292	MBO7140518.1	96.923	130	4	0	1	130	88	217	3.87e-79	262	99.23
k141_8645292	MBR6190106.1	93.130	131	9	0	1	131	88	218	4.26e-76	254	96.95
k141_8645292	MBR2239108.1	93.130	131	9	0	1	131	88	218	5.20e-76	254	96.95
k141_8645292	MCR5642613.1	87.023	131	17	0	1	131	88	218	1.74e-75	239	92.37
k141_8645292	WP_248615275.1	88.550	131	15	0	1	131	88	218	1.66e-71	242	92.37
k141_3842354	MBQ8892362.1	94.393	107	6	0	1	107	106	212	1.56e-64	207	97.20
k141_3842354	MBR3660412.1	91.589	107	9	0	1	107	106	212	1.33e-63	205	99.07
k141_3842354	MBQ8472868.1	80.189	106	21	0	2	107	107	212	7.84e-54	180	93.40
k141_3842354	MCI5701907.1	70.755	106	31	0	2	107	107	212	3.35e-48	166	90.57
k141_3842354	MBE6159254.1	62.617	107	40	0	1	107	103	209	1.12e-41	149	85.05
k141_7684705	MBR3656013.1	95.575	226	10	0	1	226	25	250	1.25e-146	456	97.35
k141_7684705	MBQ8991423.1	95.133	226	11	0	1	226	25	250	1.59e-146	456	98.23
k141_7684705	MBQ7427431.1	95.575	226	10	0	1	226	25	250	2.73e-146	456	98.23
k141_7684705	MBR0265550.1	94.690	226	12	0	1	226	25	250	5.75e-146	455	98.23
k141_7684705	MBO5593002.1	93.805	226	14	0	1	226	25	250	2.67e-144	450	97.35
k141_8645293	VXC27437.1	70.968	31	9	0	18	48	20	50	4.84e-04	47.0	87.10
k141_8645293	ACC70042.1	70.968	31	9	0	18	48	5	35	0.001	44.7	80.65
k141_8645293	SOT40507.1	77.778	27	6	0	22	48	17	43	0.002	44.7	88.89
k141_8645293	CAG9253474.1	56.098	41	18	0	22	62	41	81	0.003	45.1	75.61
