k141_1600980	MBR1805652.1	87.500	104	13	0	1	104	34	137	7.37e-56	180	92.31
k141_1600980	MBR0289153.1	90.385	104	10	0	1	104	34	137	2.18e-55	187	95.19
k141_1600980	MBQ7453848.1	89.423	104	11	0	1	104	34	137	4.95e-55	184	94.23
k141_1600980	MBQ6006277.1	89.320	103	11	0	1	103	34	136	2.09e-54	185	94.17
k141_1600980	MBQ7723579.1	89.320	103	11	0	1	103	34	136	2.14e-54	185	94.17
k141_8645287	KRY05016.1	43.750	96	36	1	35	130	33	110	2.54e-09	62.8	50.00
k141_6403920	MBQ6508336.1	38.095	105	65	0	1	105	173	277	1.39e-10	67.8	53.33
k141_6403920	MBQ6519671.1	36.634	101	64	0	3	103	175	275	5.07e-10	66.2	54.46
k141_6403920	MBQ6504042.1	38.298	94	58	0	3	96	175	268	3.07e-09	64.3	51.06
k141_6403920	MBR6090502.1	35.514	107	69	0	1	107	173	279	3.65e-07	58.5	51.40
k141_6403920	MBQ4514154.1	32.653	98	66	0	3	100	175	272	9.41e-07	57.4	51.02
k141_640393	MBU3810932.1	70.192	104	31	0	1	104	54	157	1.83e-45	160	81.73
k141_640393	MCL1794493.1	70.476	105	29	1	1	103	54	158	2.24e-43	155	80.95
k141_640393	MCI8502165.1	70.192	104	31	0	1	104	54	157	2.34e-42	152	82.69
k141_640393	MCL2508362.1	69.903	103	31	0	1	103	54	156	3.75e-42	152	82.52
k141_640393	MBR6521957.1	68.269	104	33	0	1	104	7	110	3.95e-42	150	79.81
k141_5443332	MBQ5350456.1	92.517	147	11	0	1	147	375	521	4.01e-90	285	95.24
k141_5443332	HCI21098.1	87.755	147	18	0	1	147	83	229	1.92e-89	271	93.20
k141_5443332	MBQ7737504.1	90.476	147	14	0	1	147	402	548	3.09e-89	282	95.24
k141_5443332	MBR6115514.1	91.156	147	13	0	1	147	390	536	3.47e-89	283	95.92
k141_5443332	MBR7189877.1	91.837	147	12	0	1	147	375	521	5.61e-89	282	94.56
k141_1280784	MBR3018899.1	63.699	146	53	0	1	146	120	265	7.32e-60	199	78.08
k141_1280784	WP_112115555.1	65.278	144	47	1	3	146	116	256	1.50e-54	186	75.69
k141_1280784	WP_216551280.1	61.151	139	54	0	8	146	121	259	2.79e-52	179	75.54
k141_1280784	MCD8352710.1	62.238	143	53	1	5	146	86	228	7.07e-52	178	72.73
k141_1280784	MCD8050144.1	71.681	113	32	0	34	146	154	266	2.31e-49	173	82.30
k141_6724116	MCR4756821.1	95.679	162	7	0	1	162	200	361	2.77e-107	323	98.77
k141_6724116	MBE5839770.1	95.679	162	7	0	1	162	200	361	2.83e-107	323	98.77
k141_6724116	WP_071177133.1	97.500	160	4	0	3	162	202	361	4.99e-107	322	99.38
k141_6724116	WP_072704734.1	96.875	160	5	0	3	162	202	361	5.62e-107	322	99.38
k141_6724116	WP_091755855.1	95.679	162	7	0	1	162	200	361	7.38e-107	322	98.15
k141_6403921	AOE11686.1	69.231	65	20	0	5	69	2	66	3.17e-21	89.0	75.38
k141_6403921	EFT50296.1	51.613	62	25	1	8	69	57	113	2.17e-10	62.8	61.29
k141_6403921	YP_009162764.1	45.070	71	33	1	7	77	15	79	2.72e-08	58.5	56.34
k141_6403921	AOE07958.1	81.250	32	6	0	38	69	20	51	2.87e-07	53.5	87.50
k141_6403921	TNV71366.1	68.293	41	13	0	38	78	148	188	4.63e-05	50.4	73.17
k141_7364509	CUO88906.1	51.648	91	44	0	3	93	159	249	4.54e-21	95.9	67.03
k141_7364509	OPZ47265.1	36.145	83	53	0	1	83	124	206	6.75e-09	63.2	53.01
k141_7364509	KYC52918.1	36.667	90	57	0	1	90	16	105	1.04e-08	60.5	52.22
k141_7364509	ALP39796.1	42.254	71	38	1	20	90	4	71	1.51e-06	54.3	56.34
k141_7364509	OPZ80125.1	39.506	81	49	0	3	83	242	322	1.65e-06	57.4	51.85
k141_7044312	SID74970.1	39.655	58	35	0	28	85	1	58	7.63e-04	48.9	62.07
k141_6083725	CCX41598.1	46.725	229	118	1	29	253	1	229	5.09e-46	166	62.01
k141_6083725	VXA83955.1	32.472	271	161	3	1	253	734	1000	4.70e-22	107	47.23
k141_6083725	TXT41733.1	34.783	92	56	1	163	254	2	89	7.06e-05	52.8	52.17
k141_8645291	MBR7022116.1	98.039	102	2	0	1	102	108	209	5.55e-62	206	98.04
k141_8645291	MBO6027548.1	95.098	102	5	0	1	102	108	209	7.26e-61	203	98.04
k141_8645291	MBR4561249.1	94.118	102	6	0	1	102	108	209	2.30e-59	199	97.06
k141_8645291	MCR5659188.1	93.137	102	7	0	1	102	108	209	4.19e-59	198	97.06
k141_8645291	MBR5630610.1	90.196	102	10	0	1	102	108	209	1.83e-58	197	98.04
k141_4162550	STR35307.1	56.604	53	23	0	53	105	2	54	7.23e-05	48.9	62.26
k141_4162550	EIQ22515.1	65.714	35	12	0	74	108	1	35	8.76e-04	45.4	68.57
k141_4162550	OPZ32033.1	57.143	49	21	0	60	108	9	57	0.002	46.6	61.22
k141_3201962	MBQ9458620.1	87.500	88	11	0	34	121	1	88	1.66e-48	167	97.73
k141_3201962	MBE7003295.1	86.207	87	12	0	35	121	1	87	2.94e-44	156	91.95
k141_3201962	MBP3209369.1	85.057	87	13	0	34	120	1	87	2.98e-44	156	91.95
k141_3201962	MBR0311568.1	84.884	86	13	0	35	120	1	86	2.98e-43	153	91.86
k141_3201962	MBQ9648447.1	83.908	87	14	0	35	121	1	87	1.75e-42	151	89.66
k141_8645293	VXA81530.1	40.260	77	37	2	10	77	17	93	3.10e-04	48.9	54.55
k141_8645293	AOE10862.1	51.429	35	17	0	21	55	7	41	0.002	43.9	62.86
k141_8645293	KCX87167.1	70.370	27	8	0	22	48	218	244	0.004	45.8	77.78
k141_8645293	CCX47004.1	40.000	60	36	0	20	79	79	138	0.008	45.4	53.33
k141_3201963	MCQ2815713.1	32.414	145	78	3	1	142	694	821	5.12e-08	62.8	48.97
k141_8325092	MCR5844200.1	78.571	112	24	0	1	112	210	321	2.28e-51	186	87.50
k141_8325092	MBQ3703904.1	75.000	112	28	0	1	112	210	321	8.16e-49	179	87.50
k141_8325092	MBO5497717.1	75.676	111	27	0	1	111	210	320	2.35e-48	177	87.39
k141_8325092	MBR6352857.1	70.536	112	33	0	1	112	210	321	4.19e-43	164	81.25
k141_8325092	MBQ9685735.1	66.667	111	37	0	2	112	211	321	8.19e-39	152	76.58
k141_640395	MBR2096696.1	75.229	218	52	1	70	285	7	224	3.56e-117	352	85.78
k141_640395	MBR6031512.1	75.909	220	51	2	66	285	3	220	4.93e-115	346	84.55
k141_640395	MBQ9171416.1	75.000	216	50	1	70	285	3	214	3.58e-114	344	86.11
k141_640395	MBR6030792.1	70.464	237	49	2	70	285	9	245	8.31e-113	342	78.90
k141_640395	WP_091854643.1	68.803	234	52	2	70	285	3	233	1.64e-111	338	79.06
k141_7044314	MBQ9029953.1	53.922	102	47	0	29	130	1	102	2.59e-27	108	79.41
k141_7044314	MBR3401941.1	51.961	102	49	0	29	130	1	102	2.94e-24	100	77.45
k141_7044314	MBQ6369928.1	50.000	102	51	0	29	130	1	102	2.43e-22	95.5	74.51
k141_7044314	MBR2696229.1	41.584	101	59	0	29	129	1	101	1.22e-12	70.5	65.35
k141_7044314	MCQ2530576.1	38.614	101	62	0	29	129	1	101	2.07e-10	64.7	64.36
k141_5763531	MBQ6513590.1	87.850	107	13	0	1	107	102	208	1.19e-62	205	96.26
k141_5763531	MBR3332665.1	86.916	107	14	0	1	107	102	208	5.00e-62	204	95.33
k141_5763531	QUA52727.1	82.243	107	19	0	1	107	102	208	2.75e-60	199	97.20
k141_5763531	MBO4470696.1	81.308	107	20	0	1	107	102	208	2.14e-59	197	95.33
k141_5763531	MCR5565883.1	82.243	107	19	0	1	107	102	208	1.31e-57	192	90.65
k141_4162552	MBQ7640550.1	94.686	207	11	0	1	207	618	824	1.27e-123	382	97.58
